JobID|JobIDRaw|ElapsedRaw|Account|AllocCPUS|CPUTimeRAW|NNodes|AllocNodes|NCPUS|Partition|TotalCPU|User|ExitCode|State|Reservation|ReservationId|AllocTRES
408702|408702|3839|f202407904cpcaa3x|128|491392|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408703|408703|3407|f202407904cpcaa3x|128|436096|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408704|408704|3222|f202407904cpcaa3x|128|412416|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408705|408705|4863|f202407904cpcaa3x|128|622464|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408706|408706|3211|f202407904cpcaa3x|128|411008|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408707|408707|4194|f202407904cpcaa3x|128|536832|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408708|408708|4217|f202407904cpcaa3x|128|539776|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408709|408709|4418|f202407904cpcaa3x|128|565504|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408710|408710|7486|f202407904cpcaa3x|128|958208|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408711|408711|4428|f202407904cpcaa3x|128|566784|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408712|408712|3274|f202407904cpcaa3x|128|419072|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408713|408713|6941|f202407904cpcaa3x|128|888448|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408714|408714|5679|f202407904cpcaa3x|128|726912|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408715|408715|6266|f202407904cpcaa3x|128|802048|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408716|408716|4030|f202407904cpcaa3x|128|515840|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408717|408717|5642|f202407904cpcaa3x|128|722176|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408718|408718|7577|f202407904cpcaa3x|128|969856|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408719|408719|8666|f202407904cpcaa3x|128|1109248|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408720|408720|4936|f202407904cpcaa3x|128|631808|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408721|408721|4965|f202407904cpcaa3x|128|635520|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408722|408722|4414|f202407904cpcaa3x|128|564992|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408723|408723|4219|f202407904cpcaa3x|128|540032|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408724|408724|4559|f202407904cpcaa3x|128|583552|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408725|408725|5793|f202407904cpcaa3x|128|741504|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408726|408726|4512|f202407904cpcaa3x|128|577536|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408727|408727|4349|f202407904cpcaa3x|128|556672|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408728|408728|5075|f202407904cpcaa3x|128|649600|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
